gene_id,gene_name,WT_1,WT_2,WT_3,WT_4,KO_1,KO_2,KO_3,KO_4
ENSG00010001039,GENE1040,4.34,5.37,3.65,5.57,4.69,5.93,9.30,5.22
ENSG00010001040,GENE1041,20.54,15.13,28.52,9.43,16.84,15.40,12.28,19.21
ENSG00010001041,GENE1042,89.20,121.64,160.08,122.45,135.69,163.60,211.15,175.66
ENSG00010001042,GENE1043,200.25,169.02,144.60,281.37,320.53,204.13,216.32,196.47
ENSG00010001043,GENE1044,5131.85,2479.38,5010.63,2649.30,5773.83,2632.66,3548.79,4792.01
ENSG00010001044,GENE1045,462.63,719.29,391.69,313.48,895.89,476.99,444.74,502.72
ENSG00010001045,GENE1046,5.52,6.41,9.48,6.19,7.80,6.90,9.07,7.68
ENSG00010001046,GENE1047,107.03,82.06,116.13,72.36,72.15,122.99,98.47,71.20
ENSG00010001047,GENE1048,117.39,161.33,106.03,160.94,102.43,139.63,149.69,153.30
ENSG00010001048,GENE1049,14.65,18.69,26.22,14.27,23.31,25.14,18.98,18.30
ENSG00010001049,GENE1050,438.93,554.62,501.62,483.59,303.06,532.98,333.84,512.62
ENSG00010001050,GENE1051,10.60,10.61,8.10,9.25,9.11,12.81,8.13,10.08
ENSG00010001051,GENE1052,44.86,41.67,35.51,28.28,45.96,36.82,47.16,33.72
ENSG00010001052,GENE1053,141.40,77.74,148.35,117.45,158.35,185.98,79.71,126.57
ENSG00010001053,GENE1054,902.43,944.01,966.78,936.90,1266.35,1334.24,736.25,885.42
ENSG00010001054,GENE1055,61.58,70.66,57.24,69.43,21.49,17.85,16.39,24.25
ENSG00010001055,GENE1056,533.93,508.67,955.08,552.04,753.71,720.60,525.65,972.86
ENSG00010001056,GENE1057,3281.70,3597.76,1861.17,2840.56,1966.88,2818.46,2656.15,1858.24
ENSG00010001057,GENE1058,21.69,24.23,22.64,30.31,20.21,20.53,17.40,20.24
ENSG00010001058,GENE1059,9.77,9.67,6.50,11.53,6.93,11.01,6.86,7.27
ENSG00010001059,GENE1060,3414.57,2727.61,3402.28,2121.33,2818.79,3266.82,4714.91,3146.65
ENSG00010001060,GENE1061,17.03,21.88,32.39,19.91,24.21,36.27,24.31,29.13
ENSG00010001061,GENE1062,15.90,11.49,12.82,13.04,110.18,124.42,98.60,136.68
ENSG00010001062,GENE1063,3746.44,3020.79,2705.27,2767.86,3448.33,1811.71,3217.75,3033.78
ENSG00010001063,GENE1064,457.90,432.78,437.33,557.36,424.26,373.18,342.79,517.49
ENSG00010001064,GENE1065,466.88,650.72,406.32,321.30,466.60,366.43,726.67,643.39
ENSG00010001065,GENE1066,11.14,10.08,8.78,13.79,5.93,7.71,10.38,6.74
ENSG00010001066,GENE1067,52.78,70.66,40.95,56.74,56.37,77.28,72.72,53.69
ENSG00010001067,GENE1068,32.41,64.15,63.13,53.51,53.69,79.81,57.97,32.41
ENSG00010001068,GENE1069,26.39,39.10,48.54,44.19,58.71,70.75,44.47,29.46
ENSG00010001069,GENE1070,141.77,219.53,107.29,106.47,89.02,118.03,100.13,78.29
ENSG00010001070,GENE1071,7.23,14.78,6.71,6.12,12.76,8.45,10.17,5.99
ENSG00010001071,GENE1072,38.32,26.35,26.61,36.44,36.93,55.00,34.37,34.62
ENSG00010001072,GENE1073,1564.00,1213.14,1326.85,1130.75,1398.58,1726.70,1248.98,1856.14
ENSG00010001073,GENE1074,51.54,42.88,49.60,65.06,63.29,36.16,54.60,74.93
ENSG00010001074,GENE1075,5.72,10.18,7.90,10.83,10.48,5.70,9.14,10.30
ENSG00010001075,GENE1076,1562.91,1930.55,2135.20,1267.45,1721.14,1609.04,1254.32,1884.26
ENSG00010001076,GENE1077,9.59,8.91,13.08,12.45,9.65,16.00,11.82,7.06
ENSG00010001077,GENE1078,81.64,133.39,123.42,187.26,88.73,116.93,124.51,102.58
ENSG00010001078,GENE1079,111.87,72.68,65.41,63.26,99.14,46.70,55.98,58.66
ENSG00010001079,GENE1080,391.43,559.59,416.44,693.20,5666.05,5079.97,4630.46,4859.60
ENSG00010001080,GENE1081,7.71,6.72,3.66,4.67,74.64,25.87,39.04,39.50
ENSG00010001081,GENE1082,497.43,672.73,648.40,541.85,511.96,812.94,462.26,447.68
ENSG00010001082,GENE1083,6.13,6.10,5.95,5.74,6.79,7.18,7.21,6.60
ENSG00010001083,GENE1084,9.52,8.88,7.10,6.36,6.84,7.89,7.88,9.96
ENSG00010001084,GENE1085,224.53,239.73,232.08,262.06,294.11,229.61,310.69,282.39
ENSG00010001085,GENE1086,31.94,27.33,20.27,27.27,35.00,25.07,28.30,42.03
ENSG00010001086,GENE1087,39.65,56.16,81.04,41.71,32.59,39.06,44.94,37.65
ENSG00010001087,GENE1088,115.84,103.80,127.83,158.72,132.95,103.88,94.79,115.64
ENSG00010001088,GENE1089,34.22,49.23,55.82,35.61,57.54,70.47,48.37,47.71
ENSG00010001089,GENE1090,724.67,774.55,489.37,696.49,694.50,1208.22,975.12,1108.80
ENSG00010001090,GENE1091,8.63,5.08,6.26,8.49,0.73,1.12,1.04,0.92
ENSG00010001091,GENE1092,538.11,763.32,692.40,812.84,3931.46,4168.89,3231.40,2078.64
ENSG00010001092,GENE1093,1282.50,1113.78,1202.35,1493.08,1197.46,1365.07,1939.38,1311.36
ENSG00010001093,GENE1094,128.18,126.52,109.40,65.97,129.72,134.97,104.03,141.50
ENSG00010001094,GENE1095,10.26,9.93,5.73,4.97,6.80,7.79,9.20,4.08
ENSG00010001095,GENE1096,29.06,28.76,30.13,26.14,32.57,34.28,27.53,27.34
ENSG00010001096,GENE1097,117.55,124.26,124.84,129.48,139.39,84.51,146.76,140.33
ENSG00010001097,GENE1098,24.31,35.69,21.59,18.22,155.70,168.19,142.18,120.41
ENSG00010001098,GENE1099,412.14,448.82,603.71,507.21,372.66,434.45,407.47,329.47
ENSG00010001099,GENE1100,30.77,41.80,35.52,32.30,54.84,39.95,33.22,47.28
ENSG00010001100,GENE1101,1954.09,1573.25,1759.51,2427.08,2040.51,1522.63,1587.65,1767.49
ENSG00010001101,GENE1102,632.24,796.25,1258.75,695.14,760.38,1257.53,1776.60,1268.94
ENSG00010001102,GENE1103,38.23,20.33,28.31,27.33,28.21,26.59,22.59,33.15
ENSG00010001103,GENE1104,5.95,6.38,8.07,8.30,10.40,10.13,16.97,8.04
ENSG00010001104,GENE1105,9.42,6.62,9.80,7.34,5.64,7.12,6.16,7.88
ENSG00010001105,GENE1106,382.46,455.86,313.83,362.19,375.13,382.31,450.42,687.26
ENSG00010001106,GENE1107,556.95,456.17,665.45,651.37,297.32,573.81,387.06,744.41
ENSG00010001107,GENE1108,3247.50,2341.54,2344.06,1945.79,3215.56,1764.13,3694.07,3422.31
ENSG00010001108,GENE1109,89.13,163.34,102.12,96.98,102.60,171.82,119.68,87.53
ENSG00010001109,GENE1110,178.83,144.15,188.96,133.26,128.81,160.38,139.47,115.98
ENSG00010001110,GENE1111,81.16,77.74,151.36,121.95,136.81,88.76,123.29,91.15
ENSG00010001111,GENE1112,2722.75,4892.44,2302.80,4027.80,2475.45,5360.36,3637.21,3486.35
ENSG00010001112,GENE1113,745.46,1164.49,870.07,793.86,607.90,867.72,468.59,705.02
ENSG00010001113,GENE1114,2323.60,2357.68,2920.22,3278.04,1486.53,2132.91,2172.79,2447.19
ENSG00010001114,GENE1115,32.68,24.79,29.22,28.89,27.38,27.52,32.20,32.96
ENSG00010001115,GENE1116,4.68,7.99,6.25,6.36,6.40,9.16,4.91,6.95
ENSG00010001116,GENE1117,23.07,48.62,49.39,43.10,17.83,11.71,8.52,9.19
ENSG00010001117,GENE1118,189.79,235.89,105.32,187.62,263.25,185.35,200.27,153.75
ENSG00010001118,GENE1119,31.10,15.64,22.44,29.14,24.60,36.38,39.57,24.38
ENSG00010001119,GENE1120,2293.73,1710.86,2001.12,1727.20,1589.32,1929.47,3305.86,1439.97
ENSG00010001120,GENE1121,1406.99,1313.47,1461.78,1509.81,1444.61,1078.68,743.53,1160.88
ENSG00010001121,GENE1122,955.76,1127.01,1245.90,1568.61,948.66,1193.46,1146.11,1392.83
ENSG00010001122,GENE1123,95.16,138.26,208.00,204.14,144.51,141.86,140.03,143.76
ENSG00010001123,GENE1124,29.89,15.79,21.12,28.61,14.90,20.05,23.97,18.45
ENSG00010001124,GENE1125,7.22,5.34,3.49,4.54,4.30,4.09,4.92,3.67
ENSG00010001125,GENE1126,11.91,12.46,18.28,13.09,17.01,17.79,16.72,14.28
ENSG00010001126,GENE1127,2502.67,2653.49,3973.00,2572.01,3740.64,3376.74,3063.83,3467.60
ENSG00010001127,GENE1128,5.60,6.30,12.97,6.83,10.17,12.65,6.52,5.33
ENSG00010001128,GENE1129,725.56,541.02,555.40,408.78,737.19,335.34,349.59,352.17
ENSG00010001129,GENE1130,23.37,22.81,21.61,18.68,126.49,111.03,113.60,183.13
ENSG00010001130,GENE1131,99.28,83.93,133.06,68.46,63.56,53.77,99.47,64.44
ENSG00010001131,GENE1132,670.67,853.46,694.84,655.22,636.96,613.32,890.90,828.38
ENSG00010001132,GENE1133,835.10,491.37,551.81,585.72,85.71,120.65,144.12,114.35
ENSG00010001133,GENE1134,237.04,310.08,369.01,219.30,413.69,271.80,216.55,291.53
ENSG00010001134,GENE1135,343.86,417.42,391.66,531.79,439.77,296.70,275.64,325.81
ENSG00010001135,GENE1136,68.22,84.14,43.85,39.48,94.48,89.93,102.27,99.58
ENSG00010001136,GENE1137,966.18,1110.35,1637.37,692.25,1603.59,1071.05,888.11,996.29
ENSG00010001137,GENE1138,229.20,392.22,255.79,413.68,280.50,307.49,243.95,520.49
ENSG00010001138,GENE1139,307.53,277.37,341.09,411.58,383.46,315.79,401.42,343.09
ENSG00010001139,GENE1140,4.91,4.33,5.51,6.48,9.24,5.89,3.45,5.38
ENSG00010001140,GENE1141,3.42,5.00,4.43,4.33,4.56,5.51,4.79,3.10
ENSG00010001141,GENE1142,36.12,30.02,23.65,37.74,56.36,41.71,39.04,35.78
ENSG00010001142,GENE1143,269.29,592.51,779.69,400.27,362.67,286.43,504.21,294.36
ENSG00010001143,GENE1144,18.14,35.20,30.31,34.49,18.61,13.08,22.51,35.64
ENSG00010001144,GENE1145,2930.85,5053.51,2312.59,3850.00,2815.09,4737.87,3858.42,3876.07
ENSG00010001145,GENE1146,1321.22,1863.77,1507.43,1105.10,1827.96,1507.04,1354.13,1084.71
ENSG00010001146,GENE1147,4.93,5.75,3.74,2.42,2.36,4.70,3.12,5.73
ENSG00010001147,GENE1148,535.80,545.57,330.48,445.52,364.05,379.88,368.00,448.38
ENSG00010001148,GENE1149,272.06,244.73,255.82,216.75,212.29,324.40,252.92,147.36
ENSG00010001149,GENE1150,190.48,214.15,136.89,193.18,311.83,154.86,187.51,226.31
ENSG00010001150,GENE1151,30.01,14.63,15.30,15.12,13.20,13.92,16.70,17.67
ENSG00010001151,GENE1152,6.84,7.03,8.20,3.27,5.32,4.25,4.42,5.41
ENSG00010001152,GENE1153,5.85,4.78,6.75,6.92,9.67,8.35,6.43,7.10
ENSG00010001153,GENE1154,424.95,722.52,451.97,471.67,427.29,718.74,555.00,374.47
ENSG00010001154,GENE1155,9.90,8.84,10.12,7.84,30.13,30.23,32.14,37.84
ENSG00010001155,GENE1156,7.07,6.73,8.64,7.97,9.37,7.77,10.84,7.57
ENSG00010001156,GENE1157,1927.05,1238.05,2267.50,1964.13,1583.47,2113.57,2797.05,2906.24
ENSG00010001157,GENE1158,33.68,51.96,36.13,70.79,34.36,74.77,81.92,52.79
ENSG00010001158,GENE1159,238.21,361.79,230.91,171.84,237.19,268.45,262.01,193.51
ENSG00010001159,GENE1160,1534.14,2229.26,1920.67,2321.67,1995.06,2507.38,1766.93,2198.97
ENSG00010001160,GENE1161,9.45,4.61,5.80,9.25,5.19,7.28,8.16,7.63
ENSG00010001161,GENE1162,15.13,13.03,19.69,23.07,21.76,19.03,36.84,20.42
ENSG00010001162,GENE1163,21.62,16.94,9.99,21.48,65.61,51.92,42.64,57.26
ENSG00010001163,GENE1164,437.88,675.04,449.80,731.93,322.67,274.98,803.49,693.59
ENSG00010001164,GENE1165,45.67,47.61,76.79,44.24,49.71,54.14,47.73,75.78
ENSG00010001165,GENE1166,18.08,15.10,26.78,14.82,18.43,15.08,19.47,22.22
ENSG00010001166,GENE1167,2436.18,3098.27,2988.54,1438.64,462.10,381.73,390.03,474.53
ENSG00010001167,GENE1168,6.40,6.81,9.34,11.17,9.88,6.91,7.39,9.54
ENSG00010001168,GENE1169,3022.71,2220.62,4511.60,2574.58,2345.85,3422.55,3351.74,2860.70
ENSG00010001169,GENE1170,50.11,49.43,65.07,58.49,66.15,89.39,60.91,80.25
ENSG00010001170,GENE1171,50.95,57.83,71.99,59.74,294.68,339.68,372.76,244.29
ENSG00010001171,GENE1172,31.46,52.46,74.72,55.79,674.96,485.55,369.15,406.89
ENSG00010001172,GENE1173,57.75,55.77,51.73,68.65,46.08,52.39,47.68,76.43
ENSG00010001173,GENE1174,37.15,30.80,29.06,30.85,34.48,44.11,52.44,44.92
ENSG00010001174,GENE1175,674.13,1168.70,818.55,880.59,763.32,638.17,741.60,771.37
ENSG00010001175,GENE1176,95.54,65.87,89.54,53.02,90.53,62.10,104.48,76.88
ENSG00010001176,GENE1177,509.64,1092.22,665.01,1183.85,592.03,876.52,960.83,761.98
ENSG00010001177,GENE1178,312.58,352.30,482.39,451.26,814.45,350.17,642.99,491.33
ENSG00010001178,GENE1179,5.08,4.98,4.98,4.39,49.64,33.94,48.60,38.86
ENSG00010001179,GENE1180,3355.06,2836.87,4321.33,3151.09,1924.21,3112.02,3424.67,3357.31
ENSG00010001180,GENE1181,2744.16,1754.28,2468.18,1060.23,2271.25,2079.11,1635.19,2019.23
ENSG00010001181,GENE1182,104.24,83.74,113.77,104.08,81.63,104.13,87.74,84.84
ENSG00010001182,GENE1183,1396.88,1315.18,1645.78,1416.73,1315.93,1324.78,1241.65,1072.14
ENSG00010001183,GENE1184,15.81,19.84,18.57,32.76,23.37,12.65,21.33,22.11
ENSG00010001184,GENE1185,6.31,3.81,3.99,5.28,7.21,6.08,4.03,7.56
ENSG00010001185,GENE1186,15.13,29.21,20.02,22.74,26.84,23.88,18.30,16.78
ENSG00010001186,GENE1187,2403.96,2037.91,5089.88,4329.39,4436.78,2905.85,2189.12,2141.32
ENSG00010001187,GENE1188,112.19,205.08,215.23,238.49,198.48,195.77,238.86,201.91
ENSG00010001188,GENE1189,28.20,23.28,28.49,37.78,22.45,25.47,40.37,23.91
ENSG00010001189,GENE1190,3953.43,3732.74,2938.49,2235.56,2972.02,3245.16,4100.56,2429.62
ENSG00010001190,GENE1191,135.08,187.96,150.20,234.80,200.10,211.50,116.27,223.03
ENSG00010001191,GENE1192,69.62,43.12,61.99,55.97,46.49,80.62,48.20,45.03
ENSG00010001192,GENE1193,123.63,52.28,78.74,76.05,73.85,62.88,116.09,90.30
ENSG00010001193,GENE1194,3311.24,2071.73,2619.11,3114.50,2656.48,2316.01,1845.71,3074.52
ENSG00010001194,GENE1195,128.72,144.54,230.79,183.28,111.51,119.77,165.75,150.35
ENSG00010001195,GENE1196,244.49,190.24,164.90,300.71,721.17,425.15,361.54,425.64
ENSG00010001196,GENE1197,3370.54,3169.20,5235.65,4214.62,3722.67,4911.25,2176.87,2810.02
ENSG00010001197,GENE1198,28.71,17.27,24.66,29.49,24.19,29.39,13.18,29.88
ENSG00010001198,GENE1199,381.92,315.83,416.28,440.33,411.68,218.24,298.71,452.70
ENSG00010001199,GENE1200,3700.63,3739.64,3081.80,3754.29,5210.40,2995.95,4696.09,3756.70
ENSG00010001200,GENE1201,4109.29,2873.38,3928.42,3225.86,2340.07,3909.74,2558.44,4385.67
ENSG00010001201,GENE1202,20.68,36.49,22.96,35.18,19.55,44.30,34.32,27.53
ENSG00010001202,GENE1203,19.53,10.97,10.51,11.53,12.07,15.89,14.77,10.19
ENSG00010001203,GENE1204,1900.51,1943.97,2134.56,1695.34,4044.89,4443.17,2949.70,5320.98
ENSG00010001204,GENE1205,161.77,149.89,90.34,103.49,169.22,103.79,114.65,98.84
ENSG00010001205,GENE1206,10.93,4.18,7.65,4.51,7.39,9.29,5.20,5.38
ENSG00010001206,GENE1207,254.41,336.66,354.04,372.19,293.43,481.95,321.30,319.63
ENSG00010001207,GENE1208,241.38,144.97,102.42,172.68,176.05,141.92,166.19,216.53
ENSG00010001208,GENE1209,6.01,7.48,6.53,4.35,6.45,5.86,6.37,5.31
ENSG00010001209,GENE1210,629.37,716.94,823.34,652.36,652.76,739.98,418.06,362.82
ENSG00010001210,GENE1211,47.29,41.12,52.99,22.90,35.42,42.98,28.17,22.64
ENSG00010001211,GENE1212,925.93,1924.33,1317.31,1287.51,692.66,527.72,1041.19,814.03
ENSG00010001212,GENE1213,3215.51,4940.14,3444.29,4411.92,10627.40,7050.45,9401.87,5653.24
ENSG00010001213,GENE1214,11.75,11.80,8.17,6.98,7.87,8.71,6.53,8.04
ENSG00010001214,GENE1215,7.15,7.77,5.76,5.39,11.26,4.51,6.31,4.20
ENSG00010001215,GENE1216,125.11,197.62,133.61,115.17,98.78,131.42,121.34,166.48
ENSG00010001216,GENE1217,180.90,128.25,168.21,165.72,121.67,212.22,149.80,197.33
ENSG00010001217,GENE1218,7.54,5.10,7.93,3.69,5.81,5.20,7.75,9.16
ENSG00010001218,GENE1219,12.07,21.41,19.29,13.92,18.76,14.12,20.00,12.92
ENSG00010001219,GENE1220,184.03,204.57,186.99,207.56,252.72,229.05,158.62,195.11
ENSG00010001220,GENE1221,8.58,6.47,7.01,5.50,15.68,8.97,6.30,8.67
ENSG00010001221,GENE1222,997.44,913.75,901.26,812.95,155.51,222.91,95.69,108.58
ENSG00010001222,GENE1223,98.63,73.80,107.41,55.64,188.62,233.81,136.07,150.41
ENSG00010001223,GENE1224,380.43,281.90,191.12,281.54,355.78,354.90,298.11,401.70
ENSG00010001224,GENE1225,90.99,50.74,66.87,60.88,81.59,57.40,70.38,95.55
ENSG00010001225,GENE1226,73.21,123.61,77.31,95.36,80.01,123.33,58.09,90.13
ENSG00010001226,GENE1227,4.21,3.80,3.50,5.07,4.23,4.78,4.35,5.27
ENSG00010001227,GENE1228,467.43,495.27,789.02,1142.55,610.60,928.53,816.70,1174.56
ENSG00010001228,GENE1229,535.19,584.95,494.76,406.56,715.82,259.04,445.98,611.01
ENSG00010001229,GENE1230,539.04,1064.76,866.97,589.07,1392.22,1749.60,1662.81,2016.18
ENSG00010001230,GENE1231,1255.95,1588.88,1173.61,1289.24,1973.15,1816.42,1755.55,1355.90
ENSG00010001231,GENE1232,5.42,9.20,8.00,7.12,3.41,4.52,3.08,3.17
ENSG00010001232,GENE1233,24.54,36.02,13.63,26.42,21.88,14.45,20.12,38.38
ENSG00010001233,GENE1234,1085.85,916.83,1157.23,1087.57,1316.99,645.16,804.22,1010.66
ENSG00010001234,GENE1235,2850.36,3187.11,3277.47,3717.99,2553.05,3078.87,3744.05,4108.54
ENSG00010001235,GENE1236,124.08,81.41,134.32,173.64,93.09,213.87,132.51,115.44
ENSG00010001236,GENE1237,225.18,218.89,259.64,237.76,330.83,188.80,250.79,324.09
ENSG00010001237,GENE1238,2949.01,2258.27,3034.52,2572.43,3713.67,3843.39,2637.55,3483.98
ENSG00010001238,GENE1239,59.90,67.65,64.27,72.13,552.95,295.83,414.83,340.15
ENSG00010001239,GENE1240,4.17,5.49,3.81,3.60,4.91,4.16,4.57,5.77
ENSG00010001240,GENE1241,359.26,515.09,277.73,354.60,1084.29,1361.51,1284.72,1119.60
ENSG00010001241,GENE1242,806.35,948.49,983.31,839.77,795.90,968.23,888.30,1101.20
ENSG00010001242,GENE1243,127.62,198.85,139.16,196.91,280.96,382.25,356.34,326.22
ENSG00010001243,GENE1244,477.69,823.45,578.53,565.34,790.58,748.75,891.57,601.96
ENSG00010001244,GENE1245,1960.82,1700.31,1480.58,2299.06,2438.06,1917.54,2936.51,1996.06
ENSG00010001245,GENE1246,1411.17,5965.10,3039.45,3050.49,2408.66,2734.42,3057.00,4617.41
ENSG00010001246,GENE1247,15.44,16.04,10.95,11.55,13.44,11.89,21.54,21.89
ENSG00010001247,GENE1248,154.44,181.56,191.15,214.02,128.01,157.11,162.12,139.08
ENSG00010001248,GENE1249,259.42,202.20,132.14,244.52,209.50,318.09,164.17,219.20
ENSG00010001249,GENE1250,7.50,9.56,11.30,4.23,11.36,7.22,6.76,8.82
ENSG00010001250,GENE1251,498.63,450.31,1167.39,458.82,756.11,518.76,779.28,448.46
ENSG00010001251,GENE1252,2746.25,3096.03,2365.43,2981.12,1112.91,1016.16,766.60,1298.47
ENSG00010001252,GENE1253,167.10,183.14,128.12,179.16,206.64,138.31,216.46,155.79
ENSG00010001253,GENE1254,31.39,27.16,39.04,24.64,69.92,79.85,113.09,129.30
ENSG00010001254,GENE1255,35.43,53.39,39.33,27.54,57.48,31.69,57.69,37.75
ENSG00010001255,GENE1256,303.71,264.38,373.70,295.78,2042.87,3016.04,1313.85,2826.78
ENSG00010001256,GENE1257,254.83,153.71,165.61,196.42,207.05,251.92,238.29,237.94
ENSG00010001257,GENE1258,409.89,500.70,524.06,302.10,336.30,456.93,523.71,696.91
ENSG00010001258,GENE1259,18.56,14.43,12.99,19.63,16.59,11.99,14.35,11.67
ENSG00010001259,GENE1260,1474.68,1048.11,1766.71,1308.62,1885.61,1148.77,1157.04,1960.80
ENSG00010001260,GENE1261,446.30,331.80,275.47,273.80,233.34,302.60,189.82,324.70
ENSG00010001261,GENE1262,568.07,719.34,695.53,522.85,459.89,636.43,503.92,697.75
ENSG00010001262,GENE1263,16.25,16.45,17.64,28.22,76.40,61.44,97.39,131.19
ENSG00010001263,GENE1264,601.74,657.85,724.20,504.90,345.12,212.80,277.81,327.00
ENSG00010001264,GENE1265,3767.90,2437.79,2959.57,2397.86,3138.10,3464.80,3184.77,3073.30
ENSG00010001265,GENE1266,3.89,5.38,4.60,3.04,4.86,3.73,3.60,4.86
ENSG00010001266,GENE1267,2352.84,1831.22,2307.31,1621.74,2293.12,2295.36,1732.08,2414.56
ENSG00010001267,GENE1268,24.59,50.17,26.91,33.07,21.02,52.09,30.85,49.99
ENSG00010001268,GENE1269,15.63,14.03,13.64,16.58,6.15,14.78,9.06,13.58
ENSG00010001269,GENE1270,303.30,494.77,749.09,531.28,528.04,573.37,639.05,423.15
ENSG00010001270,GENE1271,5.06,7.73,4.01,7.59,7.42,7.62,6.13,5.36
ENSG00010001271,GENE1272,225.45,169.10,114.71,149.44,773.10,1911.40,1056.02,810.63
ENSG00010001272,GENE1273,1365.91,1353.03,1922.14,1308.14,1411.08,1511.26,1183.03,1338.66
ENSG00010001273,GENE1274,286.31,314.13,335.29,276.00,453.99,389.40,452.83,280.66
ENSG00010001274,GENE1275,33.48,48.63,48.84,54.01,43.68,50.78,31.92,28.67
ENSG00010001275,GENE1276,49.66,67.15,99.99,56.02,63.52,64.32,35.75,90.98
ENSG00010001276,GENE1277,238.19,206.17,183.92,162.78,173.70,213.71,124.59,168.66
ENSG00010001277,GENE1278,2363.71,1639.57,3642.64,1385.40,2929.94,2400.82,2907.10,1683.77
ENSG00010001278,GENE1279,862.52,1144.14,1226.34,1136.78,1054.85,1659.30,1245.91,1396.31
ENSG00010001279,GENE1280,5.91,3.49,4.96,5.53,3.82,2.60,4.16,3.93
ENSG00010001280,GENE1281,16.03,20.04,12.05,20.20,13.15,14.92,11.63,15.25
ENSG00010001281,GENE1282,5.40,5.37,5.66,7.86,5.77,4.56,5.82,6.71
ENSG00010001282,GENE1283,44.59,42.34,35.17,39.58,22.21,34.58,40.50,26.29
ENSG00010001283,GENE1284,49.51,45.88,54.12,39.39,50.54,33.79,76.20,39.59
ENSG00010001284,GENE1285,27.94,33.11,42.94,32.64,47.41,27.27,51.98,28.90
ENSG00010001285,GENE1286,74.03,50.58,96.71,75.18,80.48,86.76,81.74,75.15
ENSG00010001286,GENE1287,146.57,129.19,198.33,303.29,132.44,100.71,149.23,97.33
ENSG00010001287,GENE1288,117.95,162.32,138.94,94.33,74.50,100.88,86.48,93.98
ENSG00010001288,GENE1289,87.10,178.02,115.17,179.28,118.96,178.94,118.67,144.55
ENSG00010001289,GENE1290,468.10,719.49,741.13,515.13,400.35,513.60,712.36,445.79
ENSG00010001290,GENE1291,322.09,352.03,316.41,160.66,193.69,375.85,360.32,390.21
ENSG00010001291,GENE1292,1111.46,735.51,905.81,1185.43,800.58,517.36,704.72,918.38
ENSG00010001292,GENE1293,4.06,3.29,6.27,3.62,4.75,3.78,3.17,3.47
ENSG00010001293,GENE1294,5.56,4.34,4.41,4.45,5.79,5.31,3.79,4.44
ENSG00010001294,GENE1295,1705.59,1754.63,1172.87,758.05,2102.21,2242.61,1949.37,2673.11
ENSG00010001295,GENE1296,43.87,28.88,37.08,32.11,43.23,41.81,27.02,17.37
ENSG00010001296,GENE1297,447.96,618.21,330.50,421.43,2334.06,1817.20,2734.67,2368.25
ENSG00010001297,GENE1298,64.79,68.56,56.22,149.15,54.80,103.68,76.84,61.10
ENSG00010001298,GENE1299,4254.25,3164.02,2211.16,2971.60,4253.76,6172.44,3177.36,4285.85
ENSG00010001299,GENE1300,259.06,254.43,264.93,323.16,371.09,314.14,243.10,259.56
ENSG00010001300,GENE1301,69.05,61.49,58.10,77.77,64.75,95.92,126.53,90.29
ENSG00010001301,GENE1302,3598.08,2339.28,2600.28,3075.17,2034.61,2239.13,2708.82,4088.75
ENSG00010001302,GENE1303,78.15,68.25,55.05,70.07,64.91,51.00,54.26,144.48
ENSG00010001303,GENE1304,10.74,21.31,11.44,18.49,22.37,15.45,16.44,15.71
ENSG00010001304,GENE1305,21.21,18.85,38.18,30.41,27.91,31.78,18.80,21.76
ENSG00010001305,GENE1306,42.57,49.05,47.08,58.17,55.12,43.60,49.93,45.88
ENSG00010001306,GENE1307,212.70,283.77,109.83,206.98,164.32,208.81,140.30,185.95
ENSG00010001307,GENE1308,145.64,190.12,109.50,134.57,309.10,455.20,499.06,416.06
ENSG00010001308,GENE1309,1093.23,1063.87,1100.31,1387.63,1511.12,1394.08,1216.33,1182.68
ENSG00010001309,GENE1310,91.40,76.93,62.36,50.08,20.39,23.82,17.81,23.62
ENSG00010001310,GENE1311,357.16,299.49,612.57,404.15,357.92,452.96,407.38,379.62
ENSG00010001311,GENE1312,21.63,27.10,28.58,15.83,20.01,24.54,23.13,21.06
ENSG00010001312,GENE1313,158.06,198.48,153.87,163.25,202.19,217.13,211.21,181.76
ENSG00010001313,GENE1314,4559.03,2088.99,2581.95,3098.67,3519.92,3319.91,3564.44,2469.30
ENSG00010001314,GENE1315,336.71,297.60,344.90,209.03,181.63,365.48,209.06,238.79
ENSG00010001315,GENE1316,1021.41,477.47,934.66,735.06,1240.18,1123.30,791.49,871.05
ENSG00010001316,GENE1317,1132.46,1360.39,1530.47,1547.88,1047.08,1543.23,1288.90,1936.01
ENSG00010001317,GENE1318,1023.54,955.00,834.32,587.40,779.78,1002.18,867.33,1200.93
ENSG00010001318,GENE1319,91.80,81.82,84.39,78.86,114.13,85.73,53.34,101.15
ENSG00010001319,GENE1320,59.93,34.78,40.68,46.19,56.89,63.39,39.67,61.73
ENSG00010001320,GENE1321,36.02,33.50,21.75,35.78,10.99,8.63,8.58,9.63
ENSG00010001321,GENE1322,441.30,303.13,321.10,317.30,412.06,340.82,324.90,289.10
ENSG00010001322,GENE1323,1196.04,1180.89,1609.40,1556.56,1190.18,925.80,1814.92,1702.38
ENSG00010001323,GENE1324,14.17,21.22,24.13,24.27,23.18,18.44,15.01,15.72
ENSG00010001324,GENE1325,8.45,10.57,8.95,5.17,6.29,9.01,7.92,11.22
ENSG00010001325,GENE1326,112.58,84.33,75.95,145.04,121.44,100.96,93.52,152.36
