gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00010000319,GENE0320,27.87,0.2884,0.2645,2.754e-1,6.371e-1
ENSG00010000320,GENE0321,550.76,-0.2802,0.1802,1.200e-1,3.989e-1
ENSG00010000321,GENE0322,21.06,-2.1330,0.2602,2.220e-16,3.249e-15
ENSG00010000322,GENE0323,1604.39,2.2712,0.0982,1.000e-300,1.471e-299
ENSG00010000323,GENE0324,67.56,0.1925,0.1969,3.283e-1,6.897e-1
ENSG00010000324,GENE0325,7.49,-0.0539,0.2091,7.967e-1,9.490e-1
ENSG00010000325,GENE0326,57.68,2.8194,0.2877,1.000e-300,1.471e-299
ENSG00010000326,GENE0327,18.81,-0.3373,0.2467,1.715e-1,4.914e-1
ENSG00010000327,GENE0328,7.66,-2.7514,0.2269,1.000e-300,1.471e-299
ENSG00010000328,GENE0329,6.48,0.0028,0.1547,9.858e-1,9.951e-1
ENSG00010000329,GENE0330,3982.90,-0.2150,0.2262,3.420e-1,7.010e-1
ENSG00010000330,GENE0331,8.52,-0.1893,0.2050,3.559e-1,7.151e-1
ENSG00010000331,GENE0332,2171.66,0.0262,0.1777,8.830e-1,9.658e-1
ENSG00010000332,GENE0333,27.89,0.4531,0.1839,1.373e-2,7.881e-2
ENSG00010000333,GENE0334,366.37,-0.2443,0.2748,3.740e-1,7.339e-1
ENSG00010000334,GENE0335,14.34,0.0860,0.1607,5.927e-1,8.661e-1
ENSG00010000335,GENE0336,66.44,-0.3235,0.2346,1.679e-1,4.887e-1
ENSG00010000336,GENE0337,963.08,0.0398,0.2239,8.588e-1,9.620e-1
ENSG00010000337,GENE0338,8.26,-0.2128,0.1563,1.734e-1,4.935e-1
ENSG00010000338,GENE0339,3191.95,2.7887,0.2333,1.000e-300,1.471e-299
ENSG00010000339,GENE0340,380.07,0.7268,0.2494,3.567e-3,2.388e-2
ENSG00010000340,GENE0341,979.08,0.0517,0.1697,7.604e-1,9.392e-1
ENSG00010000341,GENE0342,1062.83,0.3006,0.3731,4.204e-1,7.645e-1
ENSG00010000342,GENE0343,13.33,0.2171,0.1545,1.600e-1,4.732e-1
ENSG00010000343,GENE0344,3545.62,0.0161,0.1359,9.055e-1,9.732e-1
ENSG00010000344,GENE0345,191.52,0.3211,0.1406,2.242e-2,1.172e-1
ENSG00010000345,GENE0346,10.69,0.2009,0.1235,1.036e-1,3.673e-1
ENSG00010000346,GENE0347,32.31,-0.2238,0.3176,4.810e-1,8.048e-1
ENSG00010000347,GENE0348,31.02,-0.2469,0.2427,3.090e-1,6.700e-1
ENSG00010000348,GENE0349,10.78,0.3565,0.1842,5.299e-2,2.304e-1
ENSG00010000349,GENE0350,2384.07,-0.1551,0.1868,4.064e-1,7.577e-1
ENSG00010000350,GENE0351,2730.49,0.4425,0.1989,2.612e-2,1.315e-1
ENSG00010000351,GENE0352,82.27,-0.0336,0.2020,8.679e-1,9.620e-1
ENSG00010000352,GENE0353,8694.91,2.9193,0.3007,1.000e-300,1.471e-299
ENSG00010000353,GENE0354,26.37,-0.2015,0.2245,3.694e-1,7.320e-1
ENSG00010000354,GENE0355,14.57,-0.0932,0.2691,7.289e-1,9.287e-1
ENSG00010000355,GENE0356,126.88,2.4030,0.2164,1.000e-300,1.471e-299
ENSG00010000356,GENE0357,5.66,0.1195,0.2327,6.077e-1,8.702e-1
ENSG00010000357,GENE0358,12.24,0.0430,0.1877,8.190e-1,9.507e-1
ENSG00010000358,GENE0359,29.42,-0.5463,0.2699,4.298e-2,1.951e-1
ENSG00010000359,GENE0360,9.23,0.0900,0.1850,6.266e-1,8.813e-1
ENSG00010000360,GENE0361,3330.61,-0.4336,0.3768,2.497e-1,6.009e-1
ENSG00010000361,GENE0362,14.98,0.0542,0.1912,7.770e-1,9.446e-1
ENSG00010000362,GENE0363,10.73,-0.0330,0.1138,7.719e-1,9.434e-1
ENSG00010000363,GENE0364,938.64,0.0470,0.1613,7.706e-1,9.434e-1
ENSG00010000364,GENE0365,28.17,2.6001,0.2815,1.000e-300,1.471e-299
ENSG00010000365,GENE0366,752.31,-0.2771,0.2023,1.708e-1,4.910e-1
ENSG00010000366,GENE0367,808.10,-1.5578,0.2926,1.014e-7,1.018e-6
ENSG00010000367,GENE0368,88.93,-0.1055,0.2919,7.178e-1,9.228e-1
ENSG00010000368,GENE0369,243.56,-0.1590,0.3522,6.516e-1,8.895e-1
ENSG00010000369,GENE0370,21.80,-2.2420,0.1974,1.000e-300,1.471e-299
ENSG00010000370,GENE0371,6610.61,2.5673,0.3512,2.709e-13,3.596e-12
ENSG00010000371,GENE0372,180.52,0.0629,0.2819,8.233e-1,9.517e-1
ENSG00010000372,GENE0373,364.10,-3.3820,0.3186,1.000e-300,1.471e-299
ENSG00010000373,GENE0374,128.82,0.1502,0.2384,5.288e-1,8.358e-1
ENSG00010000374,GENE0375,18.55,-0.0462,0.1672,7.825e-1,9.471e-1
ENSG00010000375,GENE0376,12.04,-0.3035,0.1779,8.795e-2,3.344e-1
ENSG00010000376,GENE0377,15.27,0.0395,0.2187,8.566e-1,9.620e-1
ENSG00010000377,GENE0378,1091.48,-1.6667,0.2499,2.576e-11,2.983e-10
ENSG00010000378,GENE0379,2760.05,-0.3506,0.2444,1.515e-1,4.573e-1
ENSG00010000379,GENE0380,1369.00,-0.1304,0.3254,6.886e-1,9.083e-1
ENSG00010000380,GENE0381,1113.39,-0.1242,0.3161,6.945e-1,9.118e-1
ENSG00010000381,GENE0382,32.34,0.5055,0.1525,9.158e-4,6.800e-3
ENSG00010000382,GENE0383,6.17,0.2425,0.2341,3.004e-1,6.639e-1
ENSG00010000383,GENE0384,466.07,0.2390,0.2986,4.236e-1,7.669e-1
ENSG00010000384,GENE0385,377.73,0.1043,0.2556,6.833e-1,9.066e-1
ENSG00010000385,GENE0386,62.86,-1.7144,0.2352,3.118e-13,4.120e-12
ENSG00010000386,GENE0387,10.20,-0.2682,0.2280,2.395e-1,5.879e-1
ENSG00010000387,GENE0388,1317.51,-2.6167,0.2092,1.000e-300,1.471e-299
ENSG00010000388,GENE0389,22.08,0.1124,0.3124,7.189e-1,9.228e-1
ENSG00010000389,GENE0390,3701.37,-0.2040,0.1150,7.605e-2,3.014e-1
ENSG00010000390,GENE0391,322.91,0.0188,0.3874,9.613e-1,9.870e-1
ENSG00010000391,GENE0392,3614.18,0.3770,0.2368,1.114e-1,3.836e-1
ENSG00010000392,GENE0393,1040.48,0.2877,0.3406,3.982e-1,7.546e-1
ENSG00010000393,GENE0394,416.55,0.8012,0.2050,9.292e-5,7.744e-4
ENSG00010000394,GENE0395,962.33,-1.0365,0.2057,4.711e-7,4.544e-6
ENSG00010000395,GENE0396,3813.77,-0.2904,0.1598,6.919e-2,2.836e-1
ENSG00010000396,GENE0397,71.62,-0.1044,0.1382,4.498e-1,7.861e-1
ENSG00010000397,GENE0398,22.27,-0.2644,0.2371,2.647e-1,6.209e-1
ENSG00010000398,GENE0399,12.78,-0.2025,0.2616,4.388e-1,7.776e-1
ENSG00010000399,GENE0400,846.16,0.3951,0.2447,1.063e-1,3.721e-1
ENSG00010000400,GENE0401,4.96,-0.4177,0.1747,1.683e-2,9.315e-2
ENSG00010000401,GENE0402,25.42,0.3014,0.1901,1.128e-1,3.863e-1
ENSG00010000402,GENE0403,5.93,-0.3583,0.1824,4.950e-2,2.187e-1
ENSG00010000403,GENE0404,5.16,-2.1983,0.2029,1.000e-300,1.471e-299
ENSG00010000404,GENE0405,12.77,-0.1115,0.1537,4.682e-1,7.973e-1
ENSG00010000405,GENE0406,6.52,0.2796,0.2322,2.286e-1,5.725e-1
ENSG00010000406,GENE0407,10.20,0.1453,0.2005,4.686e-1,7.973e-1
ENSG00010000407,GENE0408,1034.01,-0.1967,0.2121,3.538e-1,7.134e-1
ENSG00010000408,GENE0409,318.99,-0.2459,0.1856,1.850e-1,5.069e-1
ENSG00010000409,GENE0410,72.60,0.0168,0.1886,9.289e-1,9.787e-1
ENSG00010000410,GENE0411,241.97,-0.3878,0.0962,5.591e-5,4.806e-4
ENSG00010000411,GENE0412,332.13,-0.0028,0.2860,9.923e-1,9.962e-1
ENSG00010000412,GENE0413,6.16,-0.0915,0.2040,6.539e-1,8.904e-1
ENSG00010000413,GENE0414,182.03,0.0771,0.1349,5.675e-1,8.581e-1
ENSG00010000414,GENE0415,44.52,0.1191,0.3835,7.561e-1,9.374e-1
ENSG00010000415,GENE0416,1144.55,-0.1637,0.3295,6.192e-1,8.771e-1
ENSG00010000416,GENE0417,36.02,-0.0417,0.1985,8.337e-1,9.557e-1
ENSG00010000417,GENE0418,66.92,-0.4151,0.0921,6.635e-6,6.031e-5
ENSG00010000418,GENE0419,779.22,-0.2310,0.2289,3.130e-1,6.707e-1
ENSG00010000419,GENE0420,24.22,-0.4689,0.2023,2.045e-2,1.094e-1
ENSG00010000420,GENE0421,153.15,0.3875,0.1853,3.651e-2,1.725e-1
ENSG00010000421,GENE0422,463.28,-0.1991,0.1767,2.599e-1,6.134e-1
ENSG00010000422,GENE0423,1657.05,0.1863,0.1822,3.067e-1,6.673e-1
ENSG00010000423,GENE0424,4.47,-0.0907,0.1350,5.017e-1,8.210e-1
ENSG00010000424,GENE0425,120.76,-0.3456,0.1829,5.884e-2,2.524e-1
ENSG00010000425,GENE0426,2791.51,0.3105,0.3493,3.740e-1,7.339e-1
ENSG00010000426,GENE0427,5.58,-0.0248,0.3302,9.401e-1,9.787e-1
ENSG00010000427,GENE0428,5.45,-0.1501,0.1979,4.483e-1,7.846e-1
ENSG00010000428,GENE0429,7.12,-2.3975,0.1746,1.000e-300,1.471e-299
ENSG00010000429,GENE0430,24.28,0.0548,0.1911,7.744e-1,9.434e-1
ENSG00010000430,GENE0431,700.73,-0.1907,0.2005,3.414e-1,7.010e-1
ENSG00010000431,GENE0432,1576.25,-0.0409,0.1208,7.351e-1,9.309e-1
ENSG00010000432,GENE0433,903.02,-0.0811,0.3154,7.970e-1,9.490e-1
ENSG00010000433,GENE0434,30.52,-0.1819,0.1041,8.059e-2,3.132e-1
ENSG00010000434,GENE0435,13.35,-0.3155,0.0933,7.241e-4,5.431e-3
ENSG00010000435,GENE0436,416.97,0.0761,0.2474,7.582e-1,9.388e-1
ENSG00010000436,GENE0437,198.07,0.0823,0.1944,6.723e-1,9.011e-1
ENSG00010000437,GENE0438,33.07,0.0961,0.1545,5.340e-1,8.400e-1
ENSG00010000438,GENE0439,1072.66,-2.2829,0.1507,1.000e-300,1.471e-299
ENSG00010000439,GENE0440,119.65,-0.0930,0.4277,8.279e-1,9.546e-1
ENSG00010000440,GENE0441,14295.19,3.2028,0.2142,1.000e-300,1.471e-299
ENSG00010000441,GENE0442,113.46,0.3718,0.2664,1.628e-1,4.799e-1
ENSG00010000442,GENE0443,137.79,-0.3370,0.2352,1.520e-1,4.581e-1
ENSG00010000443,GENE0444,98.98,0.2549,0.1363,6.137e-2,2.600e-1
ENSG00010000444,GENE0445,101.37,-0.0024,0.2835,9.932e-1,9.966e-1
ENSG00010000445,GENE0446,22.45,-0.3632,0.2325,1.182e-1,3.961e-1
ENSG00010000446,GENE0447,11.10,0.0378,0.2100,8.572e-1,9.620e-1
ENSG00010000447,GENE0448,367.48,0.2117,0.1754,2.275e-1,5.721e-1
ENSG00010000448,GENE0449,122.21,-0.0426,0.2531,8.663e-1,9.620e-1
ENSG00010000449,GENE0450,9.57,0.4915,0.1961,1.219e-2,7.102e-2
ENSG00010000450,GENE0451,203.81,-0.0503,0.2431,8.359e-1,9.557e-1
ENSG00010000451,GENE0452,40.95,0.3995,0.1734,2.124e-2,1.128e-1
ENSG00010000452,GENE0453,14.62,0.1053,0.2282,6.445e-1,8.857e-1
ENSG00010000453,GENE0454,30.72,0.0466,0.1829,7.990e-1,9.490e-1
ENSG00010000454,GENE0455,1317.78,0.2083,0.2624,4.273e-1,7.689e-1
ENSG00010000455,GENE0456,2022.10,-0.0957,0.1630,5.573e-1,8.510e-1
ENSG00010000456,GENE0457,518.67,0.0335,0.3020,9.116e-1,9.746e-1
ENSG00010000457,GENE0458,21.40,0.1211,0.2420,6.168e-1,8.769e-1
ENSG00010000458,GENE0459,23.56,0.2340,0.1866,2.099e-1,5.472e-1
ENSG00010000459,GENE0460,10.71,0.1039,0.2250,6.442e-1,8.857e-1
ENSG00010000460,GENE0461,1353.81,-0.3134,0.2463,2.034e-1,5.352e-1
ENSG00010000461,GENE0462,1753.30,-0.0750,0.3246,8.172e-1,9.507e-1
ENSG00010000462,GENE0463,11.74,0.2016,0.2415,4.038e-1,7.562e-1
ENSG00010000463,GENE0464,347.36,0.9799,0.1649,2.808e-9,3.042e-8
ENSG00010000464,GENE0465,38.24,0.1717,0.2599,5.088e-1,8.259e-1
ENSG00010000465,GENE0466,20.63,0.3450,0.1366,1.153e-2,6.795e-2
ENSG00010000466,GENE0467,4.79,0.1842,0.1227,1.332e-1,4.252e-1
ENSG00010000467,GENE0468,195.71,0.3292,0.2489,1.859e-1,5.079e-1
ENSG00010000468,GENE0469,178.34,0.1119,0.2347,6.334e-1,8.846e-1
ENSG00010000469,GENE0470,750.35,-0.2562,0.3680,4.862e-1,8.081e-1
ENSG00010000470,GENE0471,9.98,0.0310,0.1562,8.427e-1,9.579e-1
ENSG00010000471,GENE0472,94.81,-2.3411,0.2369,1.000e-300,1.471e-299
ENSG00010000472,GENE0473,131.90,0.1469,0.2362,5.340e-1,8.400e-1
ENSG00010000473,GENE0474,187.35,0.2557,0.2219,2.492e-1,6.005e-1
ENSG00010000474,GENE0475,58.66,0.1503,0.1941,4.389e-1,7.776e-1
ENSG00010000475,GENE0476,26.28,0.0252,0.0925,7.853e-1,9.471e-1
ENSG00010000476,GENE0477,122.74,0.3401,0.2108,1.067e-1,3.721e-1
ENSG00010000477,GENE0478,6.12,-0.8777,0.2969,3.114e-3,2.113e-2
ENSG00010000478,GENE0479,131.86,0.0405,0.1727,8.144e-1,9.507e-1
ENSG00010000479,GENE0480,721.85,0.2375,0.1725,1.687e-1,4.889e-1
ENSG00010000480,GENE0481,1054.12,0.0490,0.1973,8.038e-1,9.490e-1
ENSG00010000481,GENE0482,103.19,0.5547,0.2229,1.283e-2,7.445e-2
ENSG00010000482,GENE0483,166.25,-0.1282,0.2580,6.192e-1,8.771e-1
ENSG00010000483,GENE0484,1140.49,-0.0726,0.2270,7.490e-1,9.343e-1
ENSG00010000484,GENE0485,1942.88,-1.4382,0.2322,5.871e-10,6.499e-9
ENSG00010000485,GENE0486,208.22,0.0319,0.3598,9.293e-1,9.787e-1
ENSG00010000486,GENE0487,212.07,-0.1183,0.1927,5.392e-1,8.423e-1
ENSG00010000487,GENE0488,250.50,-0.2936,0.1816,1.060e-1,3.721e-1
ENSG00010000488,GENE0489,7.23,-0.1210,0.2256,5.917e-1,8.661e-1
ENSG00010000489,GENE0490,34.05,1.3146,0.1813,4.150e-13,5.437e-12
ENSG00010000490,GENE0491,1344.52,0.0388,0.3838,9.194e-1,9.774e-1
ENSG00010000491,GENE0492,62.59,0.3537,0.1055,8.062e-4,6.017e-3
ENSG00010000492,GENE0493,12.20,-0.0503,0.2410,8.347e-1,9.557e-1
ENSG00010000493,GENE0494,191.51,-0.0144,0.1377,9.169e-1,9.768e-1
ENSG00010000494,GENE0495,166.34,0.2105,0.3039,4.886e-1,8.092e-1
ENSG00010000495,GENE0496,138.07,0.2944,0.3416,3.887e-1,7.471e-1
ENSG00010000496,GENE0497,600.63,0.0378,0.1510,8.022e-1,9.490e-1
ENSG00010000497,GENE0498,158.47,0.0160,0.1987,9.358e-1,9.787e-1
ENSG00010000498,GENE0499,5.57,0.1375,0.2687,6.090e-1,8.711e-1
ENSG00010000499,GENE0500,513.93,-0.0162,0.1189,8.917e-1,9.692e-1
ENSG00010000500,GENE0501,15.10,0.3935,0.2386,9.913e-2,3.605e-1
ENSG00010000501,GENE0502,5.56,-0.2055,0.1969,2.968e-1,6.609e-1
ENSG00010000502,GENE0503,2144.40,0.1788,0.2786,5.209e-1,8.324e-1
ENSG00010000503,GENE0504,6.70,-0.1293,0.1736,4.564e-1,7.924e-1
ENSG00010000504,GENE0505,3854.94,1.5673,0.2609,1.905e-9,2.070e-8
ENSG00010000505,GENE0506,12.86,-0.3494,0.1785,5.027e-2,2.211e-1
ENSG00010000506,GENE0507,7.86,-0.8320,0.1292,1.211e-10,1.371e-9
ENSG00010000507,GENE0508,11.29,0.1800,0.1677,2.831e-1,6.487e-1
ENSG00010000508,GENE0509,56.31,0.3113,0.3317,3.479e-1,7.085e-1
ENSG00010000509,GENE0510,97.66,-2.9145,0.1629,1.000e-300,1.471e-299
ENSG00010000510,GENE0511,2019.38,-0.2309,0.2603,3.751e-1,7.351e-1
ENSG00010000511,GENE0512,54.08,-2.7258,0.2536,1.000e-300,1.471e-299
ENSG00010000512,GENE0513,80.09,1.7509,0.2462,1.148e-12,1.434e-11
ENSG00010000513,GENE0514,4009.37,-0.2072,0.3038,4.953e-1,8.138e-1
ENSG00010000514,GENE0515,1409.04,-2.4220,0.2553,1.000e-300,1.471e-299
ENSG00010000515,GENE0516,269.08,-0.0166,0.1463,9.094e-1,9.740e-1
ENSG00010000516,GENE0517,1154.07,0.2259,0.1625,1.643e-1,4.819e-1
ENSG00010000517,GENE0518,42.76,-0.0360,0.2202,8.700e-1,9.625e-1
ENSG00010000518,GENE0519,319.43,0.3389,0.1803,6.022e-2,2.570e-1
ENSG00010000519,GENE0520,34.89,-0.2284,0.2076,2.714e-1,6.312e-1
ENSG00010000520,GENE0521,889.85,0.0192,0.1514,8.993e-1,9.718e-1
ENSG00010000521,GENE0522,15.43,-0.0210,0.1894,9.119e-1,9.746e-1
ENSG00010000522,GENE0523,1107.10,-0.1690,0.1774,3.410e-1,7.010e-1
ENSG00010000523,GENE0524,3586.37,0.3414,0.2605,1.900e-1,5.144e-1
ENSG00010000524,GENE0525,1750.74,-0.2089,0.2555,4.134e-1,7.604e-1
ENSG00010000525,GENE0526,176.93,-0.0503,0.1577,7.497e-1,9.347e-1
ENSG00010000526,GENE0527,63.18,0.0302,0.1872,8.720e-1,9.634e-1
ENSG00010000527,GENE0528,2846.35,0.1218,0.1813,5.017e-1,8.210e-1
ENSG00010000528,GENE0529,1123.76,0.4685,0.3809,2.188e-1,5.591e-1
ENSG00010000529,GENE0530,32.53,0.0444,0.2817,8.747e-1,9.634e-1
ENSG00010000530,GENE0531,2545.27,-0.0920,0.1741,5.974e-1,8.685e-1
ENSG00010000531,GENE0532,390.32,-0.0130,0.2591,9.600e-1,9.870e-1
ENSG00010000532,GENE0533,2091.64,-0.3198,0.2614,2.211e-1,5.632e-1
ENSG00010000533,GENE0534,354.18,0.0250,0.1198,8.346e-1,9.557e-1
ENSG00010000534,GENE0535,6.74,-0.0513,0.2194,8.152e-1,9.507e-1
ENSG00010000535,GENE0536,8.25,-0.0516,0.2414,8.306e-1,9.557e-1
ENSG00010000536,GENE0537,168.40,0.2822,0.2107,1.804e-1,5.006e-1
ENSG00010000537,GENE0538,2079.86,3.2826,0.1688,1.000e-300,1.471e-299
ENSG00010000538,GENE0539,2012.55,-0.1384,0.2993,6.437e-1,8.857e-1
ENSG00010000539,GENE0540,1411.85,0.4334,0.3681,2.391e-1,5.879e-1
ENSG00010000540,GENE0541,52.23,-0.1970,0.2775,4.776e-1,8.025e-1
ENSG00010000541,GENE0542,7.70,0.0163,0.3303,9.607e-1,9.870e-1
ENSG00010000542,GENE0543,67.39,0.2476,0.1354,6.741e-2,2.793e-1
ENSG00010000543,GENE0544,366.83,-0.0291,0.3146,9.264e-1,9.787e-1
ENSG00010000544,GENE0545,40.46,0.1915,0.3008,5.244e-1,8.346e-1
ENSG00010000545,GENE0546,9.68,0.1241,0.2196,5.719e-1,8.609e-1
ENSG00010000546,GENE0547,27.69,-1.2658,0.2798,6.095e-6,5.558e-5
ENSG00010000547,GENE0548,7.24,-0.0331,0.1335,8.041e-1,9.490e-1
ENSG00010000548,GENE0549,7657.75,2.1670,0.2454,1.000e-300,1.471e-299
ENSG00010000549,GENE0550,3.19,-1.9354,0.2512,1.332e-14,1.833e-13
ENSG00010000550,GENE0551,173.45,-0.2502,0.1141,2.830e-2,1.401e-1
ENSG00010000551,GENE0552,220.96,0.2567,0.2530,3.103e-1,6.700e-1
ENSG00010000552,GENE0553,38.02,0.1770,0.1893,3.498e-1,7.100e-1
ENSG00010000553,GENE0554,316.96,0.2707,0.1828,1.387e-1,4.366e-1
ENSG00010000554,GENE0555,380.21,1.4563,0.0503,1.000e-300,1.471e-299
ENSG00010000555,GENE0556,13.73,-0.4207,0.1736,1.535e-2,8.609e-2
ENSG00010000556,GENE0557,34.82,0.4691,0.1281,2.513e-4,1.995e-3
ENSG00010000557,GENE0558,2748.83,-0.1779,0.3175,5.754e-1,8.614e-1
ENSG00010000558,GENE0559,1139.53,0.1563,0.2526,5.361e-1,8.418e-1
ENSG00010000559,GENE0560,8.54,0.1708,0.1850,3.557e-1,7.151e-1
ENSG00010000560,GENE0561,2488.45,0.2328,0.2541,3.596e-1,7.209e-1
ENSG00010000561,GENE0562,339.41,-0.1575,0.2829,5.777e-1,8.615e-1
ENSG00010000562,GENE0563,13899.75,3.0581,0.1823,1.000e-300,1.471e-299
ENSG00010000563,GENE0564,4.39,-0.1368,0.1790,4.446e-1,7.818e-1
ENSG00010000564,GENE0565,6.02,0.0337,0.1884,8.579e-1,9.620e-1
ENSG00010000565,GENE0566,70.33,-0.2328,0.1674,1.643e-1,4.819e-1
ENSG00010000566,GENE0567,229.80,0.2752,0.2498,2.707e-1,6.300e-1
ENSG00010000567,GENE0568,10.09,-0.4505,0.2164,3.736e-2,1.757e-1
ENSG00010000568,GENE0569,69.10,-0.0584,0.3305,8.598e-1,9.620e-1
ENSG00010000569,GENE0570,34.39,0.4819,0.1636,3.230e-3,2.188e-2
ENSG00010000570,GENE0571,783.44,-1.9298,0.1953,1.000e-300,1.471e-299
ENSG00010000571,GENE0572,23.84,-0.1360,0.2357,5.639e-1,8.548e-1
ENSG00010000572,GENE0573,227.45,0.1757,0.2259,4.368e-1,7.768e-1
ENSG00010000573,GENE0574,1040.76,-0.3958,0.3342,2.363e-1,5.857e-1
ENSG00010000574,GENE0575,498.57,0.4009,0.2298,8.109e-2,3.147e-1
ENSG00010000575,GENE0576,30.84,-0.3921,0.1825,3.168e-2,1.555e-1
ENSG00010000576,GENE0577,7.05,-0.0713,0.1305,5.846e-1,8.624e-1
ENSG00010000577,GENE0578,17.37,0.1349,0.1675,4.206e-1,7.645e-1
ENSG00010000578,GENE0579,98.70,-0.0165,0.2975,9.558e-1,9.860e-1
ENSG00010000579,GENE0580,1117.98,0.0040,0.2036,9.841e-1,9.951e-1
ENSG00010000580,GENE0581,2902.71,3.3075,0.1119,1.000e-300,1.471e-299
ENSG00010000581,GENE0582,12.35,0.1322,0.1579,4.022e-1,7.546e-1
ENSG00010000582,GENE0583,558.68,-0.0166,0.1272,8.961e-1,9.705e-1
ENSG00010000583,GENE0584,6.15,-0.3557,0.1604,2.660e-2,1.334e-1
ENSG00010000584,GENE0585,367.63,-0.3357,0.2110,1.117e-1,3.840e-1
ENSG00010000585,GENE0586,206.20,-0.8832,0.3926,2.448e-2,1.246e-1
ENSG00010000586,GENE0587,2088.70,-0.2296,0.2930,4.332e-1,7.741e-1
ENSG00010000587,GENE0588,40.10,0.0338,0.3337,9.193e-1,9.774e-1
ENSG00010000588,GENE0589,74.06,1.1321,0.1796,2.932e-10,3.295e-9
ENSG00010000589,GENE0590,509.49,-0.0526,0.2534,8.356e-1,9.557e-1
ENSG00010000590,GENE0591,9.53,0.3348,0.2757,2.245e-1,5.694e-1
ENSG00010000591,GENE0592,243.57,-2.7406,0.1952,1.000e-300,1.471e-299
ENSG00010000592,GENE0593,178.42,-0.0662,0.1116,5.535e-1,8.506e-1
ENSG00010000593,GENE0594,1548.91,0.0821,0.1816,6.511e-1,8.894e-1
ENSG00010000594,GENE0595,28.87,0.1712,0.2070,4.083e-1,7.577e-1
ENSG00010000595,GENE0596,6.61,0.2511,0.2386,2.927e-1,6.576e-1
ENSG00010000596,GENE0597,4529.09,0.3945,0.2208,7.399e-2,2.956e-1
ENSG00010000597,GENE0598,12.83,0.4670,0.3276,1.540e-1,4.615e-1
ENSG00010000598,GENE0599,241.49,-0.1567,0.2213,4.789e-1,8.031e-1
ENSG00010000599,GENE0600,56.72,-0.2372,0.2975,4.252e-1,7.676e-1
ENSG00010000600,GENE0601,1809.22,-0.1198,0.2654,6.517e-1,8.895e-1
ENSG00010000601,GENE0602,5.68,-0.3382,0.1676,4.361e-2,1.965e-1
ENSG00010000602,GENE0603,6.77,-0.1029,0.1968,6.010e-1,8.689e-1
ENSG00010000603,GENE0604,1992.22,-0.0244,0.2132,9.088e-1,9.740e-1
ENSG00010000604,GENE0605,487.23,0.1191,0.3150,7.054e-1,9.165e-1
ENSG00010000605,GENE0606,2237.92,-0.2891,0.2415,2.313e-1,5.781e-1
ENSG00010000606,GENE0607,19.62,-0.0401,0.2032,8.434e-1,9.581e-1
ENSG00010000607,GENE0608,4.97,-0.3039,0.1832,9.722e-2,3.555e-1
ENSG00010000608,GENE0609,13.80,-0.1737,0.2159,4.210e-1,7.645e-1
ENSG00010000609,GENE0610,370.99,-0.8390,0.1951,1.702e-5,1.524e-4
ENSG00010000610,GENE0611,1987.54,0.1165,0.4023,7.721e-1,9.434e-1
ENSG00010000611,GENE0612,2356.53,1.6384,0.1041,1.000e-300,1.471e-299
ENSG00010000612,GENE0613,694.28,-0.4306,0.1445,2.879e-3,1.959e-2
ENSG00010000613,GENE0614,407.92,0.1417,0.1748,4.175e-1,7.641e-1
ENSG00010000614,GENE0615,110.26,0.1705,0.2121,4.215e-1,7.645e-1
ENSG00010000615,GENE0616,82.07,-0.0176,0.2146,9.347e-1,9.787e-1
ENSG00010000616,GENE0617,7.11,0.1755,0.2662,5.098e-1,8.259e-1
ENSG00010000617,GENE0618,19.90,-0.0318,0.2631,9.039e-1,9.732e-1
ENSG00010000618,GENE0619,176.10,0.6167,0.2794,2.728e-2,1.362e-1
ENSG00010000619,GENE0620,18.05,-0.0415,0.2082,8.419e-1,9.579e-1
ENSG00010000620,GENE0621,1317.87,0.2254,0.1336,9.150e-2,3.423e-1
ENSG00010000621,GENE0622,5.81,-1.3671,0.1896,5.675e-13,7.307e-12
ENSG00010000622,GENE0623,509.27,-0.0667,0.2786,8.108e-1,9.507e-1
ENSG00010000623,GENE0624,23.95,0.5238,0.1662,1.620e-3,1.160e-2
ENSG00010000624,GENE0625,74.90,0.4040,0.2564,1.151e-1,3.925e-1
ENSG00010000625,GENE0626,23.97,1.0659,0.1615,4.171e-11,4.794e-10
ENSG00010000626,GENE0627,1856.39,-0.0163,0.2317,9.438e-1,9.798e-1
ENSG00010000627,GENE0628,1654.47,2.8450,0.2316,1.000e-300,1.471e-299
ENSG00010000628,GENE0629,59.70,1.0153,0.2423,2.779e-5,2.424e-4
ENSG00010000629,GENE0630,6.71,-0.1253,0.1557,4.212e-1,7.645e-1
ENSG00010000630,GENE0631,14.32,0.0283,0.2968,9.239e-1,9.787e-1
ENSG00010000631,GENE0632,3116.46,0.0144,0.4270,9.731e-1,9.915e-1
ENSG00010000632,GENE0633,444.93,0.2093,0.2477,3.982e-1,7.546e-1
ENSG00010000633,GENE0634,302.83,-0.0987,0.3040,7.455e-1,9.336e-1
ENSG00010000634,GENE0635,21.01,0.0214,0.1882,9.093e-1,9.740e-1
ENSG00010000635,GENE0636,3950.90,-0.1822,0.2012,3.654e-1,7.266e-1
ENSG00010000636,GENE0637,720.41,0.5750,0.2280,1.166e-2,6.859e-2
ENSG00010000637,GENE0638,9.20,0.1487,0.1791,4.064e-1,7.577e-1
